affiliation,glottocode,language,iso,level,area,latitude,longitude
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Bomberai",argu1237,Arguni,agf,language,Papunesia,-2.645798,132.5556
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Bomberai",bedo1237,Bedoanas,bed,language,Papunesia,-2.74438,132.566
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Bomberai",erok1237,Erokwanas,erw,language,Papunesia,-2.83746,132.705
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Bomberai,Erokwanas",dare1243,Darembang,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Bomberai,Erokwanas",gora1269,Goras,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon",biak1248,Biak,bhw,language,Papunesia,-0.9523,135.879
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",ario1238,Ariom,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",booo1258,Bo'o,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",bosn1246,Bosnik,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",dwar1237,Dwar,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",fair1237,Fairi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",jenu1241,Jenures,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",kame1252,Kamer,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",kori1261,Korido,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",kori1262,Korim,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",mand1439,Mandusir,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",mapi1249,Mapia (Biak),NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",mios1237,Mios Num,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",mofu1239,Mofu (Biak),NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",mono1271,Monoarfu,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",opif1237,Opif,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",pado1241,Padoa,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",pena1261,Penasifu,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",rumb1239,Rumberpon,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",samb1318,Samberi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",samp1252,Sampori,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak,Sor (Papua",sorr1241,"Sor (Papua, Indonesia)",NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",sore1238,Sorendidori,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",sori1241,Sorido,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",sund1253,Sundei,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",voge1237,Vogelkop,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",wadi1251,Wadibu,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",ward1247,Wardo,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",wari1263,Wari (Indonesia),NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon,Biak",wars1237,Warsa,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic,Biak-Roon",roon1237,Roon,rnn,language,Papunesia,-2.43005,134.556
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic",dusn1237,Dusner,dsn,language,Papunesia,-2.73859,134.391
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Biakic",meos1237,Meoswar,mvx,language,Papunesia,-2.07828,134.378
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Southwest Cenderawasih Bay,Yaur-Yerisiam",yaur1239,Yaur,jau,language,Papunesia,-3.32519,134.879
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Southwest Cenderawasih Bay,Yaur-Yerisiam",ires1239,Yerisiam,ire,language,Papunesia,-3.62803,135.025
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Southwest Cenderawasih Bay",yere1243,Yeretuar,gop,language,Papunesia,-3.01713,134.656
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai",amba1265,Ambai,amk,language,Papunesia,-1.88126,136.526
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Ambai",mana1293,Manawi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Ambai",nucl1466,Nuclear Ambai,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Ambai",rand1239,Randawaya,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai",ansu1237,Ansus,and,language,Papunesia,-1.7543,135.866
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai",mara1397,Marau,mvr,language,Papunesia,-1.66738,135.797
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Marau",wara1296,Warabori,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai",wand1267,Wandamen,wad,language,Papunesia,-2.25622,133.996
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",aibo1237,Aibondeni,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",ambu1244,Ambumi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",bint1244,Bintuni,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",dase1237,Dasener,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",wame1241,Wamesa,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",wasi1244,Wasior,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai,Wandamen",wind1244,Windesi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Ansus-Ambai",woii1237,Woi,wbw,language,Papunesia,-1.62746,135.484
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen",mung1269,Munggui,mth,language,Papunesia,-1.66773,135.918
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen",papu1251,Papuma,ppm,language,Papunesia,-1.77301,135.907
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen",pomm1237,Pom,pmo,language,Papunesia,-1.64224,135.619
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen,Pom",jobi1237,Jobi,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen,Serui-Busami",busa1254,Busami,bsm,language,Papunesia,-1.73681,136.032
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Central-Western Yapen,Central Yapen,Serui-Busami",seru1244,Serui-Laut,seu,language,Papunesia,-1.87766,136.252
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Eastern Yapen",kuru1305,Kurudu,kjr,language,Papunesia,-1.8444,137.018
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Cenderawasih Bay,Yapen,Eastern Yapen",wabo1240,Wabo,wbb,language,Papunesia,-1.77297,136.757
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Lower Mamberamo",ware1253,Warembori,wsa,language,Papunesia,-1.65941,137.566
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Lower Mamberamo,Yoke-Pauwi",pauw1243,Pauwi,NA,language,Papunesia,-1.65,137.8
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Lower Mamberamo,Yoke-Pauwi",yoke1238,Yoke,yki,language,Papunesia,-1.68798,138.028
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea",morm1235,Mor (Mor Islands),mhz,language,Papunesia,-2.87055,135.95
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Ambel-Biga",biga1238,Biga,bhc,language,Papunesia,-1.99574,130.272
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Ambel-Biga",waig1244,Waigeo,wgo,language,Papunesia,-0.17957,130.917
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Ambel-Biga,Waigeo",metn1237,Metnyo,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Ambel-Biga,Waigeo",mets1238,Metsam,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera",asss1237,As,asz,language,Papunesia,-0.75267,131.728
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat",matb1237,Matbat,xmt,language,Papunesia,-1.8801,130.075
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya",kawe1240,Kawe,kgb,language,Papunesia,-0.17313,130.327
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya",lege1241,Legenyem,lcc,language,Papunesia,-0.3592,130.749
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya",maya1282,Misool-Salawati Ma'ya,slz,language,Papunesia,-1.22329,130.909
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya,Misool-Salawati Maya",banl1237,Banlol,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya,Misool-Salawati Maya",bata1296,Batanta Ma'ya,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya,Misool-Salawati Maya",nucl1465,Nuclear Ma'ya,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Maya-Matbat,Raja Ampat Maya",wauy1237,Wauyai,wuy,language,Papunesia,-0.2828,130.597
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta",bata1295,Batanta,NA,language,Papunesia,-0.862394,130.646
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta",made1253,Salawati,xmx,language,Papunesia,-1.05325,130.833
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta,Salawati",butl1236,Butlih,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta,Salawati",fiaw1234,Fiawat,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta,Salawati",kawa1277,Kawit,NA,dialect,Papunesia,NA,NA
"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Salawati-Batta,Salawati",raja1259,Rajau,NA,dialect,Papunesia,NA,NA
