iso,languoid,affiliation,latitude,longitude,macro_area,country
afu,Awutu,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang",5.42441,-0.59545,Africa,Ghana
lar,Larteh,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang",5.9367,-0.07822,Africa,Ghana
cpn,Cherepon,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang, Gua-Cherepon",6.05387,-0.10955,Africa,Ghana
gwx,Gua,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang, Gua-Cherepon",6.52106,0.16932,Africa,Ghana
abu,Abure,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Western Tano",5.21534,-3.64123,Africa,Ivory Coast
eot,'Beti (Ivory Coast)',"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Western Tano",5.26495,-3.28627,Africa,Ivory Coast
kdx,Kam,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa",8.04357,10.88653,Africa,Nigeria
dai,Day,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day",8.52612,17.51464,Africa,Chad
bvo,Bolgo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.90248,18.8076,Africa,Chad
fni,Fania,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.29104,18.75001,Africa,Chad
glc,Bon Gula,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.65773,19.57745,Africa,Chad
glj,Gula Iro,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.26705,19.5359,Africa,Chad
kou,Koke,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.68288,18.41213,Africa,Chad
nie,Niellim,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",9.70362,17.81346,Africa,Chad
noy,Noy,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",9.42495,17.91361,Africa,Chad
tug,Tunia,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",9.42506,18.20595,Africa,Chad
zna,Zan Gula,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua",10.58847,19.14163,Africa,Chad
bub,Bua,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua, Buaic",9.92491,18.08214,Africa,Chad
NOCODE_Kawaway,Kawaway,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua, Buaic",NA,NA,NA,Chad
bes,Besme,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Kim-Besme-Goundo",9.59226,16.09382,Africa,Chad
goy,Goundo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Kim-Besme-Goundo",9.46683,16.25498,Africa,Chad
kia,Kim,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Kim-Besme-Goundo",9.79442,15.89359,Africa,Chad
mdd,Mbum,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic",7.578895,14.272165,Africa,United States Cameroon Central African Republic 
xuo,Kuo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Central Mbum",7.97771,15.48432,Africa,"Cameroon, Chad"
kbn,Kare (Central African Republic),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Central Mbum, Karangic",7.05641,15.220675,Africa,"Cameroon, Central African Republic"
kzr,Karang,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Central Mbum, Karangic",8.017275,15.21141,Africa,"Cameroon, Chad"
nzy,Nzakambay,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Central Mbum, Karangic",7.667445,15.6675,Africa,Cameroon Chad 
pnz,Pana (Central African Republic),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Central Mbum, Karangic",8.7151825,13.6009475,Africa,"Nigeria, Cameroon, Central African Republic, Chad"
dmm,Dama (Cameroon),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Dama-Galke",8.72207,14.0597,Africa,Cameroon
gke,Ndai,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Dama-Galke",8.09039,14.28884,Africa,Cameroon
mcs,Mambai,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai",9.6121,14.00129,Africa,"Cameroon, Chad"
tui,Tupuri,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai",10.014405,14.86966,Africa,"Cameroon, Chad"
mru,Mono (Cameroon),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Mundangic",8.78372,14.22542,Africa,Cameroon
mua,Mundang,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Mundangic",9.83195,14.4751,Africa,"Cameroon, Chad"
pmn,Pam,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Northern Mbum, Tupuri-Mundang-Mambai, Mundangic",7.97779,14.28498,Africa,Cameroon
lak,Laka (Nigeria),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Unclassified Mbum",9.14965,11.22801,Africa,Nigeria
toz,To,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbumic, Unclassified Mbum",7.25936,15.281925,Africa,"Cameroon, Central African Republic"
kow,Gengle-Kugama,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang",8.91972,12.12947,Africa,Nigeria
ksm,Kumba,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang",8.82122,12.04155,Africa,Nigeria
mzm,Mumuye,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Mumuyeic",8.90347,11.71545,Africa,Nigeria
pgs,Pangseng,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Mumuyeic",9.304,11.196,Africa,Nigeria
rax,Rang,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Mumuyeic",8.001,10.58,Africa,Nigeria
bcn,Bali (Nigeria),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Bali-Kpasam",8.81345,11.29518,Africa,Nigeria
pbn,Kpasam,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Bali-Kpasam",8.75286,11.23104,Africa,Nigeria
yot,Yotti,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Bali-Kpasam",9.160993,11.672759,Africa,Nigeria
tdo,Teme,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Waka-Yendang-Teme",8.74437,11.38936,Africa,Nigeria
wav,Waka,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Waka-Yendang-Teme, Waka-Yandang",8.79968,11.49321,Africa,Nigeria
ynq,Yendang,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Waka-Yendang-Teme, Waka-Yandang",9,11.8,Africa,Nigeria
duz,Duli-Gewe,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru",9.11241,13.42323,Africa,Cameroon
dae,Duupa,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru, Diic",8.55031,13.45438,Africa,Cameroon
dur,Dii,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru, Diic",7.77412,13.98844,Africa,Cameroon
ndu,Dugun,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru, Diic",8.38689,13.39664,Africa,Cameroon
klc,Kolbila,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Sambaic",8.26797,13.27068,Africa,Cameroon
ndi,Samba Leko,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Sambaic, Samba-Leko-Perema-Mumbake",8.19236,11.73658,Africa,"Nigeria, Cameroon"
muo,Nyong,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Sambaic, Samba-Leko-Perema-Mumbake, Perema-Mumbake",7.274185,11.061485,Africa,"Nigeria, Cameroon"
wom,Wom (Nigeria),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Sambaic, Samba-Leko-Perema-Mumbake, Perema-Mumbake",8.92708,12.45334,Africa,Nigeria
nmr,Nimbari,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Unclassified Samba Duru",9.67581,13.82656,Africa,Cameroon
pfe,Kutin-Peere,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo",7.821855,12.25182,Africa,"Nigeria, Cameroon"
wok,Longto-Voko,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo",8.33313,13.05682,Africa,Cameroon
dow,Doyayo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo, Vere-Dowayo",8.68604,13.07676,Africa,Cameroon
gmn,Gimnime,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Koma Atlantika",8.58129,12.78694,Africa,Cameroon
kmp,Gimme,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Koma Atlantika",8.58084,12.66584,Africa,Cameroon
kmy,Koma Ndera,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Vere",8.70976,12.728195,Africa,"Nigeria, Cameroon"
ver,Mom Jango,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Vere",8.8658,12.74729,Africa,"Nigeria, Cameroon"
obl,Oblo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Unclassified Adamawa",8.18943,14.28999,Africa,Cameroon
bbp,West Central Banda,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda",6.814355,24.10115,Africa,"Sudan, Central African Republic"
nuu,Ngbundu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda",3.82245,18.71829,Africa,Democratic Republic of the Congo
zmz,Mbandja,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda",3.98003,19.445465,Africa,"Democratic Republic of the Congo, Congo, Central African Republic"
yaj,Banda-Yangere,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda",3.95763,16.59073,Africa,Central African Republic
bfl,Banda-Ndele,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda",8.033395,23.902125,Africa,"Sudan, Central African Republic"
bpd,Banda-Banda,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda",6.638885,22.75685,Africa,"Sudan, Central African Republic"
bqk,Banda-Mbres,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda",7.329235,23.010815,Africa,"Sudan, Central African Republic"
liy,Banda-Bambari,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda",6.21563,20.98269,Africa,Central African Republic
tor,Togbo-Vara Banda,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda",6.35815,22.7361566667,Africa,"Sudan, Democratic Republic of the Congo, Central African Republic"
bjo,Mid-Southern Banda,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda",5.8789333333,22.46664,Africa,"Sudan, Democratic Republic of the Congo, Central African Republic"
gox,Gobu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda",5.01201,20.01943,Africa,"Democratic Republic of the Congo, Central African Republic"
kuw,Kpagua,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda",4.96154,20.15843,Africa,Central African Republic
mnh,Mono (Democratic Republic of Congo),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda",4.57915,19.82638,Africa,Democratic Republic of the Congo
nue,Ngundu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda",4.886278,20.421753,Africa,Democratic Republic of the Congo
lna,Langbashe,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Ngbugu-Langbasi",4.875225,20.109035,Africa,"Democratic Republic of the Congo, Central African Republic"
lnl,South Central Banda,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Ngbugu-Langbasi",2.941135,21.05096,Africa,"Democratic Republic of the Congo, Central African Republic"
NOCODE_Mongoba-Kazibati,Mongoba-Kazibati,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati",2.809828,29.563687,Africa,Democratic Republic of the Congo
gyg,Gbayi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic",5.57378,21.97066,Africa,Central African Republic
deq,Dendi (Central African Republic),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic",4.48146,22.56605,Africa,Central African Republic
mgn,Mbangi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic",4.69967,22.06451,Africa,Central African Republic
nbw,Southern Ngbandi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic",2.5414,19.59387,Africa,Democratic Republic of the Congo
ngb,Northern Ngbandi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic",3.56357,21.85251,Africa,"Democratic Republic of the Congo, Central African Republic"
yky,Yakoma,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic",4.165105,22.17021,Africa,"Democratic Republic of the Congo, Central African Republic"
sag,Sango,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic, Sangoic",6.7858433333,20.1702033333,Africa,"Democratic Republic of the Congo, Congo, Central African Republic, Chad"
snj,Riverain Sango,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Ngbandi-Mongoba-Kazibati, Ngbandic, Nuclear Ngbandic, Sangoic",4.32811,21.17331,Africa,Central African Republic
muh,Mundu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Eastern Baka-Mundu",4.22755,29.996665,Africa,"Sudan, Democratic Republic of the Congo"
bbe,Bangba,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Eastern Baka-Mundu, Mayogo-Bangba",3.39956,28.31376,Africa,Democratic Republic of the Congo
mdm,Mayogo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Eastern Baka-Mundu, Mayogo-Bangba",2.79827,27.82816,Africa,Democratic Republic of the Congo 
gix,Gilima,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Gbanzili-Ngbaka, Bwaka",4.5585,19.00912,Africa,Democratic Republic of the Congo
nbm,'Ngbaka Ma'bo',"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Gbanzili-Ngbaka, Bwaka",4,18.12,Africa,"Democratic Republic of the Congo, Congo, Central African Republic"
bkg,Buraka,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Gbanzili-Ngbaka, Gbanzili-Boraka",4.42283,20.71609,Africa,"Democratic Republic of the Congo, Central African Republic"
gbg,Gbanziri,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Gbanzili-Ngbaka, Gbanzili-Boraka",4.68467,20.26086,Africa,"Democratic Republic of the Congo, Central African Republic"
bkc,Baka (Cameroon),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Baka-Gundi",2.160125,13.78039,Africa,"Gabon, Cameroon"
bme,Limassa,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Baka-Gundi",2.268084,16.187439,Africa,Central African Republic
gdi,Gundi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Baka-Gundi",3.45973,15.73342,Africa,Central African Republic
gnz,Ganzi,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Baka-Gundi",6.544,19.347,Africa,Central African Republic
moj,Monzombo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Monzomboic",3.1900766667,18.5129433333,Africa,"Democratic Republic of the Congo, Congo, Central African Republic"
kpl,Kpala,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Monzomboic, Kpala-Bakpa",4.51093,20.31083,Africa,Democratic Republic of the Congo
yng,Yango,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Baka-Mundu, Western Baka-Mundu, Monzombo-Baka, Monzomboic, Kpala-Bakpa",2.81523,19.01082,Africa,Democratic Republic of the Congo
msj,Ma (Democratic Republic of Congo),"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mbaic",3.69351,26.99388,Africa,Democratic Republic of the Congo
doo,Dongo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mbaic, Ndunga-Mba-Dongo",2.96683,29.96193,Africa,Democratic Republic of the Congo
mfc,Mba,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mbaic, Ndunga-Mba-Dongo, Ndunga-Mba",1.06885,25.14296,Africa,Democratic Republic of the Congo
ndt,Ndunga,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mbaic, Ndunga-Mba-Dongo, Ndunga-Mba",2.3886,21.57554,Africa,Democratic Republic of the Congo
fer,Feroge,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Feroge-Mangaya",8.61612,25.7171,Africa,Sudan
myj,Mangayat,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Feroge-Mangaya",8.38023,25.90236,Africa,Sudan
idr,Indri,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Indri-Togoyo",8.81513,25.98485,Africa,Sudan
tgy,Togoyo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Indri-Togoyo",8.662895,25.975571,Africa,Sudan
bdj,Bai,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Bai-Viri",7.57221,26.48246,Africa,Sudan
bvi,Belanda Viri,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Bai-Viri",7.41311,27.69557,Africa,Sudan
ndz,Ndogo,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Ndogo-Sere",7.73028,27.55877,Africa,Sudan
swf,Sere,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Ndogo-Sere",4.71127,27.46881,Africa,"Democratic Republic of the Congo, Central African Republic"
tbm,Tagbu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Ndogo-Sere",4.6852,26.44754,Africa,Democratic Republic of the Congo
brm,Barambu,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Zandic, Barambo-Pambia",3.34642,26.86102,Africa,Democratic Republic of the Congo
NOCODE_Ngala-Santandrea,Ngala-Santandrea,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Zandic, Barambo-Pambia",6.63187,24.61853,Africa,Sudan
pmb,Pambia,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Zandic, Barambo-Pambia",3.739,26.61,Africa,Democratic Republic of the Congo
geq,Geme,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Zandic, Zande-Nzakara",8.48359,20.66112,Africa,Central African Republic
