"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"NOCODE_Yimas-Iatmul-Pidgin";"Pidgin, Yimas based pidgin";"Yimas-Iatmul Pidgin";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Yimas-Karawari-Pidgin";"Pidgin, Yimas based pidgin";"Yimas-Karawari Pidgin";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Yinwum";"Pama-Nyungan, Paman, Northern Pama";"Yinwum";142,7036225;-12,52068956;"Australia";"Australia"
"NOCODE_Yirandhali";"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric";"Yirandhali";143,9625916;-20,65810118;"Australia";"Australia"
"NOCODE_Yokohama-Pidgin";"Pidgin, Japanese based";"Yokohama Pidgin";NA;NA;"Eurasia";"Japan"
"NOCODE_Yonggu-Biao";"Tai-Kadai, Kam-Tai, Lakkia-Biao, Biaoic";"Yonggu Biao";112,07482;23,71539;"Eurasia";"China"
"NOCODE_Yoruba-Sign";"Sign Language, Deaf Sign Language";"Yoruba Sign Language";NA;NA;"Africa";"Nigeria"
"NOCODE-Yugul";"Unattested, Mangarrayi-Maran, Maran, Mara-Warndarang";"Yugul";NA;NA;NA;NA
"NOCODE_Yulparija";"Pama-Nyungan, Desert Nyungic, Wati, Martuwangkic";"Yulparija";NA;NA;"Australia";"Australia"
"NOCODE_Yurumangui";"Yurumangui";"Yurumangui";-76,522636;3,436864;"South America";"Colombia"
"NOCODE_Zamba";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Bangi-Ntomba, Ngiri, Ngiri Riverain, Ngiri Riverain Ubangi, Ngiri Riverain Ubangi-Interieur";"Zamba";NA;NA;NA;"Democratic Republic of the Congo"
"NOCODE_Zamuco";"Zamucoan, Zamuco-Ayoreo";"Zamuco";-59,439698;-18,910444;"South America";"Paraguay"
"NOCODE_Zbu";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Qiangic, Gyalrongic, Core Gyalrong, Northern Gyalrong";"Zbu";NA;NA;"Eurasia";"China"
"NOCODE_Zhangzhung";"Sino-Tibetan, Bodic, Tibeto-Kanauri, Eastern Tibeto-Kanauri, Central-Eastern Tibeto-Kanauri, Unclassified Central-Eastern Tibeto-Kanauri";"Zhangzhung";81,3125;31,066667;"Eurasia";"China"
"NOCODE_Zhongu";"Sino-Tibetan, Bodic, Bodish, Old-Modern Tibetan, Tibetic, Eastern Tibetic";"Zhongu";103,44179;32,43582;"Eurasia";"China"
"nod";"Tai-Kadai, Kam-Tai, Be-Tai, Daic, Central-Southwestern Tai, Wenma-Southwestern Tai, Sapa-Southwestern Tai, Southwestern Tai, Southwestern Tai P, Shan Tai, Southern Shan";"Northern Thai";100,20739;18,857495;"Eurasia";"Thailand"
"noe";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone, Subcontinental Central Indo-Aryan, Bhil";"Nimadi";76,12637;22,12628;"Eurasia";"India"
"nof";"Nuclear_Trans_New_Guinea, Chimbu-Wahgi, Simbu, Chuave-Nomane";"Nomane";145,09804;-6,30218;"Papua";"Papua New Guinea"
"nog";"Turkic, Common Turkic, Oghuz-Kipchak-Uyghur, Oghuz, Kipchak, South Kipchak";"Nogai";46,66178;43,59168;"Eurasia";"Russia"
"noh";"Nuclear_Trans_New_Guinea, Finisterre-Huon, Huon, Western Huon";"Nomu";147,49999;-6,10429;"Papua";"Papua New Guinea"
"noi";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone, Subcontinental Central Indo-Aryan, Bhil";"Noiri";73,54864;22,87806;"Eurasia";"India"
"noj";"Huitotoan, Nonuya-Ocaina";"Nonuya";-72,5;-1,25;"South America";"Chile"
"nok";"Salishan, Central Salish";"Nooksack";-121,97345;48,22006;"North America";"United States"
"nom";"Spurious, Pano-Tacanan, Panoan, Mainline Pano";"Nocaman";-73,16666;-8,91666;"South America";"Brazil"
"non";"Indo-European, Germanic, Northwest Germanic, North Germanic, West Scandinavian";"Old Norse";NA;NA;"Eurasia";"Norway"
"noo";"Spurious, Retired";"Nootka";-126,08614;49,62122;"North America";"Canada"
"nop";"Nuclear_Trans_New_Guinea, Finisterre-Huon, Finisterre-Saruwaged, Erap, Boana";"Numanggang";146,71937;-6,39311;"Papua";"Papua New Guinea"
"noq";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Yanzi (B.80), Kwilu-Nsong, Nsong-Mpiin-Ngong";"Ngongo";21,38313;-2,87019;"Africa";"Democratic Republic of the Congo"
"nor";"Indo-European, Germanic, Northwest Germanic, North Germanic, West Scandinavian";"Norwegian";NA;NA;"Eurasia";"Norway"
"nos";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Nisoid, Nisu-Nyisu, Nisu, North Nisu";"Eastern Nisu";102,69404;23,98431;"Eurasia";"China"
"not";"Arawakan, Southern Maipuran, Pre-Andine Maipuran";"Nomatsiguenga";-74,43713;-11,53487;"South America";"Peru"
"nou";"Nuclear_Trans_New_Guinea, Greater Binanderean, Binanderean, Nuclear Binanderean, South Binanderean, Coastal Binanderean";"Ewage-Notu";148,40542;-8,68756;"Papua";"Papua New Guinea"
"now";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, South Rutara";"Nyambo";30,91555;-1,6096;"Africa";"Tanzania"
"noy";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Mbum-Day, Adamawa Bua";"Noy";17,91361;9,42495;"Africa";"Chad"
"noz";"Dizoid";"Nayi";36,3813;6,88202;"Africa";"Ethiopia"
"npa";"Sino-Tibetan, Bodic, Kaike-Ghale-Tamangic, Ghale-Tamangic, Tamangic, Gurungic, Manangba-Nar-Phu";"Nar Phu";84,22852;28,76714;"Eurasia";"Nepal"
"npb";"Sino-Tibetan, Bodic, Bodish, Tshangla-East Bodish, East Bodish, Mainstream East Bodish, Phobjib-Chali-Bumthangic, Chali-Bumthangic, Bumthangic, Bumthang";"Nupbikha";90,53395;27,43007;"Eurasia";"Bhutan"
"nph";"Sino-Tibetan, Brahmaputran, Konyak, Konyak I ";"Phom Naga";94,74761;26,47146;"Eurasia";"India"
"npi";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northern zone, Eastern Pahari";"Nepali";NA;NA;"Eurasia";"Nepal"
"npl";"Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Aztec, Eastern Nahuatl, Tehuacan-Zongolica Nahuatl, Tehuacanic";"Nahuatl, Southeastern Puebla";-97,12655;18,39688;"North America";"Mexico"
"npn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, West Manus, West Manus II";"Mondropolon";146,93094;-2,01359;"Papua";"Papua New Guinea"
"npo";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Angami-Ao, Angami-Pochuri, Pochuri-Northern Rengma";"Pochuri Naga";94,11187;25,44785;"Eurasia";"India"
"nps";"Nuclear_Trans_New_Guinea, Mek, Western Mek";"Nipsan";139,75323;-4,14421;"Papua";"Indonesia (Papua)"
"npu";"Spurious, Sino-Tibetan, Kuki-Chin-Naga, Naga, Zemeic";"Puimei Naga";93,73443;25,29726;"Eurasia";"India"
"npy";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona-Wotu-Wolio, Kaili-Pamona, Southern Kaili-Pamona, Badaic";"Napu";120,33786;-1,43707;"Papua";"Indonesia (Papua)"
"nqg";"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Eastern Ede, Southeastern Ede";"Ede Nago";2,64908;6,75763;"Africa";"Benin"
"nqk";"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Western Ede";"Kura Ede Nago";1,49505;9,43401;"Africa";"Benin"
"nqm";"Kolopom";"Ndom";138,01878;-7,93553;"Papua";"Indonesia (Papua)"
"nqn";"Morehead-Wasur, Morehead-Maro, Nambu";"Nen";142,03236;-8,62183;"Papua";"Papua New Guinea"
"nqo";"Spurious";"N'Ko";NA;NA;"Africa";"Liberia"
"nra";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Keleic, Kele-Sake, Greater Sake, Ngom-Mwesa-Mbangwe, Ngom-Mwesa";"Ngom";14,13446;0,882925;"Africa";"Congo"
"nrb";"Nara";"Nara";37,49899;15,32507;"Africa";"Eritrea"
"nrc";"Indo-European, Celtic, Nuclear Celtic, TGB Celtic, Unclassified TGB Celtic";"Noric";NA;NA;"Eurasia";"Slovenia"
"nre";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Angami-Ao, Angami-Pochuri, Rengma-Simi";"Southern Rengma Naga";94,68531;26,11781;"Eurasia";"India"
"nrg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, South Santo";"Narango";167,04703;-15,52585;"Papua";"Vanuatu"
"nri";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Angami-Ao, Angami-Pochuri, Angami-Mao, Angami-Chokri";"Chokri Naga";94,28868;25,56361;"Eurasia";"India"
"nrl";"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda, Ngarluma-Kariyarra";"Ngarluma";117,203;-20,92352;"Australia";"Australia"
"nrm";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, North Sarawakan, Berawan-Lower Baram, Lower Baram, Central Lower Baram B";"Narom";114,01092;4,42115;"Papua";"Malaysia (Peninsular)"
"nrp";"Unclassifiable";"North Picene";NA;NA;"Eurasia";"Spain"
"nrr";"Spurious, Sino-Tibetan, Nungish, Gunong";"Norra";98,45022;27,5088;"Eurasia";"Myanmar"
"nrt";"Kalapuyan";"Tualatin-Yamhill";NA;NA;"North America";"United States"
"nru";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Naic, Naish";"Yongning Na";100,9;27,8;"Eurasia";"China"
"nrx";"Unattested, Umbugarla";"Ngurmbur";132,50752;-12,6483;"Australia";"Australia"
"nrz";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Peripheral Papuan Tip linkage, Central Papuan Oceanic, West Central Papuan linkage, Nuclear West Central Papuan linkage";"Lala";146,749;-8,93195;"Papua";"Papua New Guinea"
"nsa";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Angami-Ao, Central Naga";"Sangtam Naga";94,62794;25,85807;"Eurasia";"India"
"nsc";"Unattested, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified Bantoid";"Nshi";10,58;7,22;"Africa";"Nigeria"
"nsd";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Nisoid, Nisu-Nyisu, Nisu";"Southern Nisu";101,412;23,058;"Eurasia";"China"
"nse";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Bwile-Bemba, Sabi, Tumbuka-Senga";"Nsenga";31,35442;-15,39455;"Africa";"Zambia"
"nsf";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Nisoid, Nisu-Nyisu, Nisu";"Far Northwestern Nisu";99,684187;25,646902;"Eurasia";"China"
"nsg";"Nilotic, Eastern Nilotic, Teso-Lotuxo-Maa, Lotuxo-Maa, Ongamo-Maa";"Ngasa";37,52801;-2,97716;"Africa";"Tanzania"
"nsh";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Momo, Ngie-Oshie";"Ngoshie";9,83193;6,04616;"Africa";"Cameroon"
"nsi";"Sign Language, Deaf Sign Language, ASLic, Nigerian Sign";"Nigerian Sign Language";3,16664;6,49997;"Africa";"Nigeria"
"nsk";"Algic, Algonquian, Cree-Montagnais-Naskapi";"Naskapi";-61,13183;55,93161;"North America";"Canada"
"nsl";"Sign Language, Deaf Sign Language, LSFic, Norwegian Sign";"Norwegian Sign Language";10,24198;60,77328;"Eurasia";"Norway"
"nsm";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Angami-Ao, Angami-Pochuri, Rengma-Simi";"Sumi Naga";94,42351;25,99964;"Eurasia";"India"
"nsn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic";"Nehan";154,19964;-4,56875;"Papua";"Papua New Guinea"
"nso";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu-Makua, Sotho-Makua-Venda, Sotho-Makua, Sotho-Tswana (S.30), Sotho, Northern Sotho, Sepedic";"Pedi";29,47179;-24,79929;"Africa";"Botswana"
"nsp";"Sign Language, Deaf Sign Language, Indo-Pakistani-Nepalese Sign";"Nepalese Sign Language";85,30407;27,6993;"Eurasia";"Nepal"
"nsq";"Miwok-Costanoan, Miwokan, Eastern Miwokan, Sierra Miwokan";"Northern Sierra Miwok";-120,58819;38,41788;"North America";"United States"
"nsr";"Sign Language, Deaf Sign Language, BSLic";"Maritime Sign Language";-63,88096;45,04272;"North America";"Canada"
"nss";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, East Manus, Koro-Lele-Nali-Titan";"Nali";147,20245;-2,14273;"Papua";"Papua New Guinea"
"nst";"Sino-Tibetan, Brahmaputran, Konyak, Konyak II";"Tase Naga";96,385495;27,25725;"Eurasia";"India"
"nsu";"Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Aztec, Eastern Nahuatl, Tehuacan-Zongolica Nahuatl, Tehuacanic";"Sierra Negra Nahuatl";-97,12655;18,39688;"North America";"Mexico"
"nsv";"Spurious, Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Southeastern Ngwi, Nisoid, Nisu-Nyisu, Nisu";"Southwestern Nisu";101,412;23,058;"Eurasia";"China"
"nsw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, Central Santo, Tiale-Merei-Navut";"Navut";166,79848;-15,31691;"Papua";"Vanuatu"
"nsx";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Northern Njila, Mbundu (H.20)";"Nsongo";16,73478;-10,51661;"Africa";"Angola"
"nsy";"Austronesian, Nuclear Austronesian, Malayo-Polynesian";"Nasal";NA;NA;"Papua";"Indonesia (Papua)"
"nsz";"Maiduan";"Nisenan";-120,393;38,047;"North America";"United States"
"nte";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu-Makua, Sotho-Makua-Venda, Sotho-Makua, North Mozambique Bantu";"Nathembo";39,9062;-16,09729;"Africa";"Mozambique"
"nti";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Samu";"Natioro";-5,19517;10,7176;"Africa";"Burkina Faso"
"ntj";"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic, Wangkatja-Tjarra, Tjarra";"Ngaanyatjarra";127,60204;-25,75137;"Australia";"Australia"
"ntk";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, South Mara";"Ikoma-Nata-Isenye";34,53614;-1,94989;"Africa";"Tanzania"
"ntm";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Northern Central Gur, Bwamu-Oti-Volta, Oti-Volta, Nuclear Oti-Volta, Oti-Volta Oriental, Waama-Tayari-Ditammari, Tayari-Ditammari";"Nateni";1,21879;10,51908;"Africa";"Benin"
"nto";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Bangi-Ntomba, Kela-Ntomba, Bolia-Ntomba-Momngo";"Ntomba";18,26501;-1,99062;"Africa";"Democratic Republic of the Congo"
"ntp";"Uto-Aztecan, Southern Uto-Aztecan, Tepiman, Tepehuan";"Northern Tepehuan";-107,37932;26,43476;"North America";"Mexico"
"ntr";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Southern Central Gur, Grusi, East-West Grusi, Eastern Grusi, Tem-Chala, Bago-Delo-Cala, Delo-Cala";"Delo";0,59728;7,909965;"Africa";"Ghana"
"nts";"Spurious, Cariban";"Natagaimas";-75,03332;4,16665;"South America";"Colombia"
"ntu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz, Natugu-Nalogo";"Natugu";165,83507;-10,67714;"Papua";"Solomon Islands"
"ntw";"Iroquoian, Northern Iroquoian, Tuscarora-Nottoway";"Nottoway";-77,115;36,72;"North America";"United States"
"nty";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Mondzish, Nuclear Mondzish";"Mantsi";105,40476;23,18287;"Eurasia";"Viet Nam"
"ntz";"Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern Iranian, Kermanic, Central Iran Kermanic, Kashani-Natanzi";"Natanzi";51,95383;33,45931;"Eurasia";"Iran"
"nua";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Extreme Northern New Caledonian";"Yuaga";164,51038;-20,56641;"Papua";"New Caledonia"
"nuc";"Pano-Tacanan, Panoan, Mainline Pano, Pano Nawa, Poyanawa Subgroup";"Nukuini";-73,50436;-7,339;"South America";"Brazil"
"nud";"Ndu";"Ngala";142,50024;-4,26628;"Papua";"Papua New Guinea"
"nue";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda, Central Banda, Central Core Banda, Mid-Southern Central Core Banda";"Ngundu";20,421753;4,886278;"Africa";"Democratic Republic of the Congo"
"nuf";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Nusoish";"Nusu";98,88008;26,72919;"Eurasia";"China"
"nug";"Mirndi, Djamindjungan";"Nungali";131,6405;-14,91093;"Australia";"Australia"
"nuh";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern Bantoid, Mambiloid, Nizaa-Mambila-Vute, Konja-Mambila-Vute, Mambila-Vute, Mambila-Mbongno, Mbongno-Mvano, Mvano";"Ndunda";11,11047;6,73205;"Africa";"Nigeria"
"nui";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Sawabantu, Bengaic, Yasa-Kombe";"Ngumbi";9,73613;1,72096;"Africa";"Equatorial Guinea"
"nuj";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Unclassified Greater Luyia";"Nyole";33,91812;0,88072;"Africa";"Uganda"
"nuk";"Wakashan, Southern Wakashan, Nootkan";"Nuu-chah-nulth";NA;NA;"North America";"United States"
"nul";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, Nunusaku, Piru Bay, East Piru Bay, Solehua, Seram Straits, Uliase, Hatuhaha, Saparuan, Elpaputi";"Nusa Laut";128,7762;-3,67727;"Papua";"Indonesia (Papua)"
"num";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, Polynesian, Nuclear Polynesian, East Uvean-Niuafo'ou";"Niuafo'ou";-175,63991;-15,60144;"Papua";"Tonga"
"nun";"Sino-Tibetan, Nungish, Gunong";"Nung (Myanmar)";98,73327;27,28866;"Eurasia";"China"
"nuo";"Austroasiatic, Vietic, Viet-Muong, Muongic";"Nguon";105,93241;17,72429;"Eurasia";"Viet Nam"
"nup";"Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Nupe-Asu, Nupe-Kupa, Nupe-Dibo";"Nupe-Nupe-Tako";5,40031;9,18404;"Africa";"Nigeria"
"nuq";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, Polynesian, Nuclear Polynesian, Northern Outlier Polynesian-East Polynesian, Solomons Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian, Takuuic";"Nukumanu";159,46436;-4,61878;"Papua";"Papua New Guinea"
"nur";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, Polynesian, Nuclear Polynesian, Northern Outlier Polynesian-East Polynesian, Solomons Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian, Takuuic";"Nukuria";154,73118;-3,40038;"Papua";"Papua New Guinea"
"nus";"Nilotic, Western Nilotic, Dinka-Nuer, Nuer-Reel";"Nuer";32,38286;8,13911;"Africa";"Sudan"
"nut";"Tai-Kadai, Kam-Tai, Be-Tai, Daic, Central-Southwestern Tai, Debao-Jingxi-Nung";"Nung (Viet Nam)";104,28585;20,8965;"Eurasia";"Canada"
"nuu";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Banda";"Ngbundu";18,71829;3,82245;"Africa";"Democratic Republic of the Congo"
"nuv";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Southern Central Gur, Grusi, Northern Grusi, Nuna-Kasem, Nuni";"Northern Nuni";-2,98206;12,13097;"Africa";"Burkina Faso"
"nuw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Yapesic";"Nguluwan";162,98395;5,31191;"Papua";"Micronesia"
"nux";"Sepik, Sepik Tama, Mehek-Pahi";"Mehek";142,49818;-3,70927;"Papua";"Papua New Guinea"
"nuy";"Gunwinyguan, Gunwinyguan Bak, Wubuy-Anindilyakwa";"Wubuy";135,75267;-14,26229;"Australia";"Australia"
"nuz";"Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Aztec, Western Nahuatl, Western Periphery-North Guerrero Nahuatl, North Guerrero Nahuatl";"Tlamacazapa Nahuatl";-99,39922;18,62392;"North America";"Mexico"
"nvh";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Malakula, Small Nambas";"Nasarian";167,41436;-16,34974;"Papua";"Vanuatu"
"nvm";"Koiarian, Baraic, Barai-Namiae";"Namiae";148,16643;-9,18089;"Papua";"Papua New Guinea"
"nvo";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam, West Mbam (A.40), Mandi-Nyokon";"Nyokon";NA;NA;"Africa";"Cameroon"
"nwa";"Algic, Algonquian, Arapahoic";"Nawathinehena";-104,45;41,316;"North America";"United States"
"nwb";"Atlantic-Congo, Volta-Congo, Kru, Western Kru, Wee";"Nyabwa";-6,84428;6,87615;"Africa";"Ivory Coast"
"nwe";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke";"Ngwe";9,9028;5,49787;"Africa";"Cameroon"
"nwi";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, Southern Vanuatu, Tanna, Southern Tanna";"Southwest Tanna";169,35603;-19,57953;"Papua";"Vanuatu"
"nwm";"Central_Sudanic, Sara-Bongo-Bagirmi, Baka-Beli, Morokodo-Beli, Lori";"Nyamusa-Molo";30,36577;5,89708;"Africa";"Sudan"
"nwo";"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Unclassified Core Thura-Yura";"Nauo";135,828014;-33,79661078;"Australia";"Australia"
"nwr";"Yareban, Yareba-Bariji-Nawaru";"Nawaru";148,23654;-9,37935;"Papua";"Papua New Guinea"
"nxa";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Eastern Timoric A, Kawaimina";"Nauete";126,74064;-8,70733;"Papua";"East Timor "
"nxd";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Bangi-Ntomba, Kela-Ntomba, Tsingi-Tsingi, Vieux Mongo, Lomongo";"Ngando-Lalia";22,62315;-0,14363;"Africa";"Democratic Republic of the Congo "
"nxe";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Flores Barat, Ngada-Lio-Paluqe, Ngada-Lio, Ende-Lio, Nage-Keo";"Nage";121,30956;-8,70513;"Papua";"Indonesia (Papua) "
"nxg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Flores Barat, Ngada-Lio-Paluqe, Ngada-Lio, Ngada";"Ngad'a";120,97588;-8,79508;"Papua";"Indonesia (Papua) "
